Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI
Date,,,,,,,
2016-12-15,11366.400390625,0.0,11387.1103515625,11267.0302734375,11267.0302734375,0.0,141375800
2016-12-16,11404.009765625,0.0,11451.5703125,11357.150390625,11368.6396484375,0.0,178636700
2016-12-19,11426.7001953125,0.0,11426.7001953125,11380.1201171875,11384.0302734375,0.0,80884600
2016-12-20,11464.740234375,0.0,11472.080078125,11406.9501953125,11415.2998046875,0.0,75800700
2016-12-21,11468.6396484375,0.0,11479.8798828125,11440.2900390625,11445.23046875,0.0,62382000
2016-12-22,11456.099609375,0.0,11475.759765625,11428.76953125,11444.41015625,0.0,49975200
2016-12-23,11449.9296875,0.0,11480.1796875,11409.4296875,11477.23046875,0.0,53446200
2016-12-27,11472.240234375,0.0,11481.4599609375,11451.5498046875,11457.91015625,0.0,28662200
2016-12-28,11474.990234375,0.0,11475.8896484375,11459.400390625,11469.4501953125,0.0,45728200
2016-12-29,11451.0498046875,0.0,11459.1904296875,11404.8203125,11411.3603515625,0.0,43753300
2016-12-30,11481.0595703125,0.0,11481.66015625,11405.76953125,11443.3095703125,0.0,41810900
2017-01-02,11598.330078125,0.0,11617.2802734375,11414.8203125,11426.3798828125,0.0,47456100
2017-01-03,11584.240234375,0.0,11637.3701171875,11561.23046875,11631.7001953125,0.0,88413500
2017-01-04,11584.3095703125,0.0,11616.08984375,11531.4296875,11609.5302734375,0.0,82173600
2017-01-05,11584.9404296875,0.0,11602.5400390625,11537.400390625,11537.73046875,0.0,74924900
2017-01-06,11599.009765625,0.0,11605.740234375,11547.0498046875,11560.51953125,0.0,67084900
2017-01-09,11563.990234375,0.0,11606.8896484375,11522.349609375,11606.8896484375,0.0,78728200
2017-01-10,11583.2998046875,0.0,11606.9501953125,11544.990234375,11583.240234375,0.0,86076700
2017-01-11,11646.169921875,0.0,11692.26953125,11524.990234375,11587.5302734375,0.0,98191900
2017-01-12,11521.0400390625,0.0,11606.4296875,11491.8701171875,11599.240234375,0.0,98548200
2017-01-13,11629.1796875,0.0,11635.5498046875,11554.4501953125,11576.7802734375,0.0,80130600
2017-01-16,11554.7099609375,0.0,11579.0498046875,11535.9599609375,11537.4501953125,0.0,61105200
2017-01-17,11540.0,0.0,11583.4296875,11425.1396484375,11521.5,0.0,84637400
2017-01-18,11599.3896484375,0.0,11599.3896484375,11529.759765625,11592.1201171875,0.0,79838900
2017-01-19,11596.8896484375,0.0,11644.8798828125,11578.91015625,11624.1103515625,0.0,89132300
